market_ids,prices,shares,x1,x2,x3,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5
1,12.140438764478,3.11705629481676e-15,0.681109808599363,0.372603760415148,1.46661328244196,2.44283801789718,2.71690721714192,1.93621212396087,2.32398913547114,2.6628158191436,2.60636201165656
1,4.16512749097835,2.30082347809984e-06,0.558584032056851,-0.532963128363014,0.399182918066101,0.407383667354704,1.16986830469826,0.36789189591753,1.17944689361154,0.917945701786919,0.983528383768674
1,2.16621250078762,0.000124459387962946,0.489381369099128,-0.903847290191693,-0.677719356309846,0.131881288848738,0.245144890913569,0.999223896220227,0.106647611076419,0.749593864279121,0.224208836539924
1,4.24007997625301,1.69435249778448e-07,0.153513820119006,-0.635093039181029,-0.810780102606709,1.20392586201142,1.54332170346581,1.11578447354809,1.06759320632602,0.837689554831188,0.999361661290591
1,5.66539669568096,6.08759231357501e-09,-0.986632190411801,0.0810597689998825,-1.46682665234691,1.24373837723603,0.916912671523475,1.06861449467878,0.831594933433352,1.28632727435852,1.14385703657268
1,5.19131819129299,7.52241770102308e-08,0.118929721085945,0.306313337735081,0.392069165540176,1.4452942354744,1.83181954708727,1.46497869003737,1.32983676427613,1.31884350382591,0.917698078279702
1,7.99729074869394,3.16937001849703e-11,0.907960389972143,-0.437411497143518,0.859598598194147,2.48366474866713,2.09444178631758,2.32448712107029,2.13609019403758,1.81612602051994,1.65477674598524
1,3.89916008217913,5.00917415165286e-06,-0.69632250893933,1.1873933817059,0.436861164106144,1.09198360602973,1.08144556095579,1.51981575067111,1.35521469124895,1.56028886408027,1.14962156661982
1,4.83992865342849,3.18667994582424e-07,-0.469700822824753,0.478568111248028,-0.0883715898118829,0.314222203137743,0.87425307804109,1.18947270390187,1.02700023855452,0.975057243124365,0.77544294844782
1,6.09543530265679,2.0484117477235e-09,0.705863272637999,-1.08228311003461,-0.487052356413028,1.39074697441811,1.47342149518476,1.22682017163609,1.08423627349133,1.81096980700597,1.69960183134525
1,5.38754673948066,2.93909908109627e-08,2.05151973360895,-2.15369176086611,-0.260376372312599,1.10947040560558,1.84229066442845,1.09710274067623,1.29947134371752,1.4245737848706,1.26765961973266
1,4.33572799307402,1.63669392654827e-06,0.242444850340608,-0.287694544572398,-0.134612889467313,0.92976151466145,0.582335037965074,0.921579273316053,0.601159654014792,0.182630264239799,0.205927663940771
1,12.5335991732026,1.23379162313245e-15,-0.173418598674172,0.762317078746883,1.18532687065759,2.37171703841889,1.55102444565289,1.88775669149053,1.76429435088187,1.53968684112985,2.40649515910422
1,2.85253413159551,1.57734011553135e-05,0.0578967202193479,-0.401093689758155,-0.135943989129676,0.693579693535934,0.912512695359721,0.565703499835598,1.08938703223471,1.07071567925235,0.53725487846786
1,6.49563880894755,5.25728174854857e-09,-0.132299528467261,0.352098822610969,0.261114176722359,0.972644321594963,0.904331035820903,1.51957890853001,0.667080594520204,1.11532587946152,1.45457992372276
1,6.99926442560308,8.96448321979411e-10,1.64753441206202,-1.26785462302342,0.200677679466982,1.26513812051134,1.15636961260641,1.46001261799103,1.10851534499253,2.01967446313756,1.9289289913496
1,4.31096413034077,5.9470659640627e-07,-0.381476985479134,0.380548777585069,-0.535259809899262,0.743313447006926,0.639627696855561,1.33420091614039,0.696367417780666,0.729399194651908,1.23824508417211
1,7.61734927048879,3.97664426357177e-10,-1.15069978459643,1.91330348600243,0.806042414984798,1.58078188085712,1.63194589337885,1.58241185216836,1.50104505962469,1.88261754732592,1.30415203357928
1,6.11466185042782,9.07985545229015e-09,-0.569841932692786,0.180197766778116,-0.233855312579321,0.590991844751791,1.02618444523551,1.11298552164839,0.844668647205916,0.671231391036022,0.951591199335562
1,7.02544254425988,1.31907272469852e-09,1.17282327025575,-0.0139125716439086,1.4991648073904,1.73890265831119,2.60626043035123,1.64852354126858,2.02557544624828,2.32865571272209,2.4282680217574
1,6.17958164498434,4.14884243311876e-09,0.483581180719329,-0.411559720935981,0.383814275593103,1.69229507665974,1.68129995770181,1.0038241738373,1.24420927675197,1.83484972096208,1.80094247764059
1,4.48620888629444,1.40839240351551e-07,0.899326866358729,-0.791891854931627,0.330077364450456,1.67129671589352,1.77562556935168,1.84239167859795,1.86580199578758,1.21868603188845,1.69087633955902
1,3.35074231564594,9.19108595023725e-07,0.0648897795905912,-0.70703953796228,-1.02188573807328,1.6105815076852,1.36781711575105,1.26577781327225,1.10578381955091,1.53733936812305,1.40994174381546
1,5.31455765844568,5.27574090880843e-08,0.231826673876585,-1.05348901448096,-1.35611032502107,0.214817552388722,0.682147401137029,0.786414553709552,0.693284977777801,0.827053702165874,0.390693311375896
1,3.26516982352118,4.01478005093546e-06,0.121617895997907,-0.823807987068164,-1.23066016677635,0.655265815378336,0.893321474009708,0.991707305782961,0.224620807934156,0.79356906017385,0.554714185304177
